cycle,(LPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(HPC outlet pressure) (psia),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Bypass Ratio) ,(Bleed Enthalpy),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow),RUL
117,643.03,1417.78,552.63,47.75,520.58,8.4793,394,38.76,23.2321,20
118,643.61,1415.36,552.79,47.82,520.73,8.5201,393,38.74,23.2151,19
119,643.32,1414.06,552.43,47.85,520.92,8.4803,395,38.56,23.1646,18
120,643.39,1419.3,552.95,47.62,520.17,8.4742,395,38.48,23.1435,17
121,643.0,1422.02,552.67,47.89,520.23,8.5135,395,38.59,23.1313,16
122,643.09,1423.27,551.75,47.94,520.23,8.5122,394,38.86,23.251,15
123,643.4,1423.86,552.16,48.02,521.63,8.4965,395,38.47,23.1253,14
124,643.57,1420.78,552.7,47.84,520.3,8.4846,394,38.5,23.1192,13
125,643.73,1428.69,552.19,48.05,520.3,8.4859,395,38.61,23.1055,12
126,643.39,1417.22,551.93,47.94,520.03,8.5177,394,38.55,23.1789,11
127,643.69,1421.16,551.88,47.86,520.2,8.5165,394,38.59,23.1994,10
128,643.45,1418.5,551.77,47.85,520.36,8.5058,395,38.37,23.1706,9
129,643.04,1428.03,552.39,48.06,520.11,8.5011,395,38.5,23.1568,8
130,643.41,1420.7,552.04,48.0,519.95,8.5241,395,38.42,23.2014,7
131,643.64,1409.01,551.86,48.03,520.04,8.4988,396,38.43,23.205,6
132,643.19,1425.07,553.62,48.17,519.77,8.5256,397,38.41,23.0338,5
133,643.47,1423.89,551.23,48.12,519.77,8.4876,395,38.47,23.0866,4
134,643.65,1425.54,551.67,47.46,519.67,8.5187,396,38.86,23.0414,3
135,643.61,1428.42,551.73,47.46,521.63,8.5308,396,38.43,23.1252,2
136,643.79,1430.32,553.62,47.46,521.63,8.5266,395,38.86,23.1046,1
137,642.5,1409.01,553.62,47.46,521.63,8.4309,394,38.86,23.0412,0
1,642.71,1405.1,553.55,47.4,521.98,8.3982,391,39.03,23.4821,125
2,642.59,1402.26,555.09,47.27,521.95,8.4185,393,39.14,23.3301,125
3,641.87,1412.41,554.45,47.44,522.37,8.3964,392,38.99,23.3706,125
4,642.2,1402.53,554.32,47.3,521.94,8.3994,392,38.85,23.3627,125
5,642.57,1402.45,554.33,47.29,521.75,8.4047,392,38.89,23.3105,125
6,641.66,1403.95,554.48,47.37,521.91,8.4041,393,39.15,23.3695,125
7,642.56,1406.83,554.18,47.41,521.87,8.4185,392,38.75,23.3598,125
8,642.74,1402.7,554.19,47.22,521.81,8.4192,392,38.91,23.5189,125
9,642.43,1398.76,553.2,47.42,522.07,8.4073,390,38.97,23.3778,125
10,641.86,1405.86,553.11,47.41,522.12,8.3926,391,39.04,23.5128,125
11,642.02,1396.24,554.03,47.36,521.82,8.4095,394,38.84,23.311,125
12,642.07,1402.25,553.95,47.38,521.93,8.4077,393,39.1,23.2931,125
13,643.05,1404.52,554.0,47.47,522.33,8.4022,391,39.01,23.2346,125
14,643.05,1394.69,554.17,47.45,522.1,8.4014,390,38.88,23.3799,125
15,642.27,1405.36,554.08,47.4,521.65,8.4141,392,38.91,23.364,125
16,642.33,1400.87,553.7,47.34,521.77,8.4039,392,39.06,23.2707,125
17,642.59,1401.08,553.73,47.3,522.16,8.4518,393,38.93,23.3628,125
18,642.49,1401.49,553.9,47.31,521.62,8.4498,391,38.98,23.4576,125
19,641.58,1401.43,554.24,47.26,521.7,8.436,391,39.06,23.406,125
20,642.16,1398.46,553.99,47.26,521.84,8.4245,392,38.87,23.4072,125
21,642.54,1401.75,554.32,47.38,522.09,8.4377,392,39.05,23.4713,125
22,642.86,1407.54,553.01,47.35,521.81,8.442,392,38.95,23.3168,125
23,642.73,1399.14,553.42,47.21,522.35,8.4065,392,39.0,23.3572,124
24,642.67,1407.04,553.24,47.44,522.04,8.4067,391,38.93,23.3207,123
25,642.5,1403.68,553.81,47.48,522.45,8.4276,392,38.93,23.3306,122
26,642.37,1402.54,553.8,47.57,521.96,8.4114,392,39.08,23.3497,121
27,642.66,1396.46,553.84,47.18,521.69,8.3984,392,38.84,23.3886,120
28,642.0,1409.81,553.76,47.31,522.51,8.4077,392,39.13,23.4317,119
29,642.42,1403.78,553.45,47.34,521.46,8.4324,392,38.88,23.2306,118
30,642.86,1403.65,554.38,47.33,521.96,8.4084,391,39.06,23.3015,117
31,642.5,1405.79,554.24,47.22,521.98,8.4182,393,38.87,23.2809,116
32,642.3,1400.88,553.9,47.34,521.94,8.4299,391,39.14,23.433,115
33,641.82,1401.47,553.85,47.3,522.07,8.435,392,38.89,23.4138,114
34,642.38,1395.59,554.01,47.36,522.14,8.4584,393,38.99,23.4256,113
35,642.82,1403.64,554.2,47.34,522.26,8.4218,394,39.02,23.4101,112
36,642.8,1402.1,553.84,47.38,521.76,8.409,393,39.0,23.4206,111
37,641.9,1403.49,553.1,47.2,522.24,8.4216,392,38.72,23.4423,110
38,642.59,1404.17,554.53,47.52,521.89,8.4355,392,38.74,23.376,109
39,641.68,1411.78,554.61,47.43,521.78,8.4908,391,38.84,23.4197,108
40,642.26,1411.44,553.52,47.4,521.56,8.4183,393,38.81,23.4656,107
41,642.49,1403.21,554.15,47.34,521.26,8.4173,392,38.87,23.3199,106
42,641.95,1408.32,554.15,47.21,521.48,8.3991,393,38.65,23.4807,105
43,643.14,1407.16,553.59,47.32,522.02,8.4206,391,38.87,23.3472,104
44,642.88,1395.1,554.31,47.43,521.73,8.433,394,38.93,23.3056,103
45,642.8,1399.9,554.07,47.29,521.73,8.391,392,38.93,23.2825,102
46,642.51,1406.91,552.84,47.37,522.1,8.4128,393,39.02,23.2679,101
47,642.7,1404.46,553.82,47.24,522.26,8.4183,391,38.93,23.3569,100
48,642.85,1404.82,554.31,47.39,522.23,8.419,393,38.86,23.4273,99
49,642.36,1397.92,554.07,47.53,521.36,8.4683,392,39.09,23.4328,98
50,642.45,1404.24,554.03,47.51,521.89,8.3835,391,38.91,23.2407,97
51,642.46,1403.97,553.5,47.26,521.98,8.4146,392,39.06,23.3559,96
52,642.59,1401.15,553.61,47.34,522.24,8.435,392,38.93,23.3741,95
53,642.32,1409.69,553.98,47.36,522.31,8.4061,394,38.91,23.354,94
54,642.19,1402.12,553.58,47.44,521.96,8.45,391,38.98,23.3205,93
55,642.08,1402.98,554.8,47.52,521.85,8.4531,392,38.8,23.4486,92
56,642.23,1405.53,553.75,47.29,521.35,8.4033,393,38.75,23.3247,91
57,642.25,1408.31,553.57,47.3,522.39,8.4277,392,38.67,23.4323,90
58,642.66,1405.63,553.04,47.5,522.23,8.4517,393,38.86,23.3487,89
59,642.18,1406.82,553.53,47.45,522.36,8.4747,393,38.92,23.367,88
60,642.99,1412.64,553.77,47.4,521.94,8.4209,392,39.04,23.3723,87
61,641.88,1396.84,553.73,47.33,521.72,8.4373,395,38.94,23.3591,86
62,642.58,1409.23,553.89,47.39,522.61,8.4152,393,38.86,23.3407,85
63,642.68,1406.59,553.21,47.48,521.52,8.4382,393,39.1,23.3847,84
64,642.49,1404.76,553.62,47.34,522.25,8.4378,393,38.99,23.3758,83
65,642.85,1405.22,554.39,47.32,521.31,8.4059,392,39.06,23.2332,82
66,642.41,1397.56,553.22,47.21,521.9,8.4488,393,38.93,23.4014,81
67,642.43,1410.72,553.62,47.28,521.41,8.4305,393,38.91,23.3711,80
68,642.76,1410.74,554.19,47.61,521.74,8.4171,394,38.89,23.3808,79
69,642.18,1401.97,553.14,47.24,521.95,8.413,393,38.85,23.3779,78
70,642.62,1399.27,553.32,47.43,521.61,8.3892,394,38.91,23.2446,77
71,642.1,1406.44,553.42,47.6,521.82,8.4144,391,38.9,23.2534,76
72,642.56,1409.68,553.23,47.47,521.8,8.4064,394,38.86,23.3192,75
73,642.03,1399.46,553.54,47.42,521.25,8.4042,392,38.98,23.2953,74
74,642.52,1405.85,553.93,47.59,521.14,8.435,392,38.82,23.3757,73
75,642.34,1404.16,553.41,47.34,521.38,8.3889,392,38.71,23.3704,72
76,642.77,1407.45,553.36,47.42,521.62,8.4156,392,38.88,23.329,71
77,642.39,1408.96,553.29,47.38,521.76,8.4062,393,38.72,23.3334,70
78,642.59,1411.34,553.31,47.48,521.86,8.4563,394,38.79,23.314,69
79,642.36,1409.04,553.55,47.51,521.75,8.4138,392,38.87,23.293,68
80,642.89,1407.68,553.24,47.65,521.38,8.4299,393,38.78,23.2322,67
81,642.45,1404.52,553.84,47.61,521.55,8.4283,394,38.97,23.3264,66
82,642.63,1409.12,553.83,47.52,521.49,8.4301,394,38.88,23.3767,65
83,642.6,1413.63,553.69,47.32,521.78,8.4514,392,38.88,23.3562,64
84,642.66,1405.42,553.58,47.56,521.45,8.4299,394,38.92,23.253,63
85,642.76,1410.95,552.95,47.49,521.35,8.4193,394,38.96,23.3762,62
86,643.15,1403.86,553.75,47.58,520.98,8.4624,392,38.91,23.3623,61
87,642.56,1410.15,553.65,47.49,521.27,8.4508,392,38.64,23.2447,60
88,642.46,1400.11,553.2,47.59,521.46,8.4338,392,38.89,23.3638,59
89,642.56,1398.19,554.07,47.35,521.84,8.4484,394,38.81,23.3328,58
90,642.55,1411.2,553.41,47.6,521.27,8.4519,392,38.84,23.2538,57
91,642.73,1406.87,553.54,47.64,521.36,8.4245,394,38.9,23.4059,56
92,642.92,1413.84,552.96,47.55,520.94,8.4209,393,38.93,23.2621,55
93,642.39,1407.21,553.35,47.56,521.93,8.4281,392,38.68,23.3493,54
94,642.63,1413.54,553.59,47.54,521.5,8.4146,394,38.75,23.2756,53
95,642.32,1412.62,552.87,47.45,521.76,8.4454,393,38.64,23.1907,52
96,642.93,1409.51,554.19,47.48,521.37,8.4273,394,38.71,23.2507,51
97,642.79,1411.82,552.77,47.4,521.33,8.4598,393,38.96,23.297,50
98,642.47,1407.33,552.8,47.46,521.68,8.4531,396,38.79,23.3317,49
99,642.48,1407.0,553.41,47.65,521.79,8.4381,394,38.75,23.3092,48
100,642.24,1406.27,554.31,47.6,521.24,8.4427,392,38.82,23.2163,47
101,642.43,1408.5,553.5,47.75,521.67,8.4226,394,38.77,23.2055,46
102,643.07,1409.92,553.25,47.48,521.79,8.4719,393,38.73,23.2679,45
103,642.97,1419.79,552.41,47.65,521.1,8.4451,395,38.82,23.2441,44
104,642.56,1418.14,552.83,47.49,521.51,8.4452,393,38.76,23.2827,43
105,642.79,1410.65,553.9,47.65,521.46,8.457,392,38.57,23.318,42
106,643.2,1412.36,552.95,47.54,520.71,8.4849,393,38.75,23.331,41
107,642.85,1409.41,553.57,47.8,520.5,8.4806,394,38.71,23.2972,40
108,643.17,1412.28,552.96,47.43,521.32,8.4827,394,38.82,23.2725,39
109,642.42,1416.67,552.76,47.62,521.56,8.4411,393,38.89,23.255,38
110,643.41,1412.13,553.47,47.67,520.8,8.4413,394,38.71,23.2467,37
111,642.82,1415.22,552.82,47.56,521.3,8.4379,395,38.77,23.2111,36
112,642.38,1411.05,552.56,47.81,520.85,8.4773,394,38.72,23.2826,35
113,642.97,1415.56,552.93,47.6,521.33,8.4642,394,38.76,23.1989,34
114,642.93,1412.62,553.0,47.56,521.09,8.453,394,38.91,23.1937,33
115,642.9,1411.27,552.35,47.69,521.17,8.4697,393,38.87,23.2446,32
116,642.75,1410.43,552.31,47.69,521.21,8.4676,396,38.76,23.2957,31
117,643.25,1414.08,552.93,47.79,520.57,8.4981,393,38.8,23.2223,30
118,642.81,1419.38,552.71,47.69,520.9,8.5322,394,38.84,23.193,29
119,642.51,1407.82,552.49,47.77,520.96,8.4617,394,38.59,23.2466,28
120,642.77,1414.42,552.66,47.93,520.48,8.4452,395,38.79,23.2433,27
121,642.63,1421.19,553.83,47.8,520.67,8.4401,394,38.83,23.3424,26
122,642.79,1411.0,552.52,47.7,520.45,8.4651,395,38.79,23.2957,25
123,643.11,1415.01,552.23,47.89,520.94,8.4703,394,38.67,23.2559,24
124,643.34,1418.71,553.33,47.86,520.72,8.4907,396,38.69,23.184,23
125,643.69,1421.31,552.55,47.82,520.88,8.4499,395,38.75,23.2074,22
126,643.11,1419.61,553.6,47.68,520.85,8.4776,394,38.77,23.1867,21
127,643.1,1412.16,552.47,47.76,520.46,8.5023,393,38.61,23.1422,20
128,642.99,1419.89,552.57,47.82,520.36,8.4834,394,38.82,23.1397,19
129,643.47,1414.62,552.76,47.81,520.34,8.4734,395,38.64,23.2383,18
130,642.94,1416.69,551.6,47.93,519.67,8.4683,394,38.69,23.1293,17
131,642.89,1419.96,552.69,47.89,520.44,8.4762,396,38.49,23.1771,16
132,643.09,1426.76,551.91,47.96,520.11,8.4593,393,38.56,23.1201,15
133,643.11,1422.72,552.71,47.81,520.44,8.4931,395,38.62,23.1794,14
134,643.2,1421.06,552.74,47.88,520.42,8.4874,395,38.65,23.1702,13
135,643.57,1417.99,552.18,47.92,520.33,8.5098,394,38.6,23.114,12
136,643.12,1424.95,553.62,47.9,520.4,8.5042,397,38.57,23.0882,11
137,643.62,1426.06,552.25,47.46,520.31,8.4972,396,38.6,23.1609,10
138,643.43,1422.57,551.29,48.01,520.48,8.47,395,38.54,23.1793,9
139,643.03,1420.72,551.22,48.07,519.78,8.4786,397,38.65,23.1517,8
140,643.6,1424.96,552.04,48.15,520.16,8.4867,396,38.37,23.0697,7
141,643.65,1419.95,552.24,47.93,519.81,8.4739,394,38.42,23.128,6
142,643.04,1428.33,551.81,48.11,519.98,8.4973,396,38.86,23.0459,5
143,643.23,1426.54,551.51,48.12,520.13,8.5053,396,38.64,23.1447,4
144,642.5,1424.43,553.62,48.15,520.05,8.5146,397,38.55,23.3222,3
145,642.5,1409.01,553.62,48.17,521.63,8.5286,396,38.86,23.0548,2
146,643.6,1430.55,551.31,48.02,519.65,8.5056,396,38.46,23.1961,1
147,643.75,1409.01,551.29,47.46,519.77,8.519,395,38.86,23.185,0
1,642.23,1394.9,554.96,47.12,522.76,8.4077,390,38.95,23.3631,125
2,641.68,1391.57,554.44,47.05,522.92,8.4237,391,39.07,23.5368,125
3,642.12,1396.53,554.45,47.09,522.29,8.3694,391,39.08,23.3646,125
4,641.91,1397.24,554.75,47.14,522.65,8.3991,391,38.94,23.4428,125
5,642.45,1397.78,553.96,47.15,522.12,8.3991,390,39.18,23.503,125
6,642.06,1394.81,554.4,47.23,522.22,8.4062,391,39.12,23.4303,125
7,642.27,1396.13,555.24,47.07,522.2,8.3909,391,39.03,23.4483,125
8,642.02,1398.88,555.13,47.11,522.43,8.4222,393,39.05,23.4404,125
9,642.36,1397.44,554.87,46.95,522.74,8.3953,391,39.12,23.4364,125
10,642.46,1395.39,555.07,47.23,522.5,8.4098,391,39.04,23.4173,125
11,642.21,1404.76,554.57,47.14,522.15,8.3806,392,39.03,23.4487,125
12,642.63,1395.08,554.47,47.04,522.45,8.3833,392,38.98,23.4486,125
13,641.96,1397.83,554.75,46.99,522.15,8.3712,392,38.92,23.5137,125
14,642.07,1392.85,554.03,47.03,522.26,8.3657,390,39.11,23.5179,125
15,642.06,1395.08,554.7,47.12,523.06,8.4163,392,39.08,23.4219,125
16,641.94,1403.74,554.99,47.16,522.08,8.4463,392,39.08,23.4022,125
17,641.61,1397.73,554.8,47.25,522.39,8.4167,391,38.96,23.4058,125
18,642.66,1401.69,554.44,47.09,522.85,8.4325,391,39.1,23.4539,125
19,641.97,1390.1,554.54,47.17,522.35,8.3961,390,39.08,23.3528,125
20,642.3,1396.49,554.45,47.06,522.53,8.4255,391,39.25,23.5442,125
21,642.3,1399.84,554.76,47.15,522.35,8.3814,390,39.18,23.4255,125
22,642.31,1398.76,554.75,47.09,522.96,8.4299,391,39.15,23.5255,125
23,642.2,1397.61,554.91,47.03,522.9,8.3634,392,39.2,23.3611,125
24,642.41,1398.28,555.24,47.46,522.53,8.4076,390,39.15,23.4705,125
25,642.22,1402.15,555.16,47.19,522.27,8.3888,391,39.09,23.3908,125
26,642.14,1392.7,554.58,47.13,522.3,8.3785,392,39.07,23.5365,125
27,642.08,1396.91,553.97,47.14,522.89,8.3792,390,38.98,23.3086,125
28,642.07,1393.16,555.01,47.3,522.45,8.4047,392,38.86,23.3488,125
29,642.86,1399.44,554.69,47.1,521.93,8.4304,392,39.15,23.2982,125
30,642.12,1399.97,554.42,47.06,522.7,8.3812,392,38.97,23.3897,125
31,642.0,1395.91,554.56,47.09,522.53,8.381,391,38.91,23.4557,125
32,641.73,1396.72,554.81,47.13,522.38,8.3773,391,39.04,23.5383,125
33,642.33,1395.03,554.78,47.24,522.46,8.3886,391,39.09,23.382,125
34,642.08,1392.14,554.48,47.1,522.31,8.4044,391,39.1,23.4074,125
35,641.95,1397.35,554.32,47.02,522.67,8.3856,391,39.13,23.3904,125
36,641.95,1396.41,555.29,47.02,522.26,8.4135,390,38.97,23.4566,125
37,642.42,1398.99,554.49,47.17,522.01,8.3613,392,38.95,23.3906,125
38,642.31,1391.74,555.02,47.26,522.9,8.3705,392,39.04,23.4085,125
39,642.14,1397.2,553.67,47.2,522.43,8.395,391,39.13,23.3136,125
40,641.67,1398.95,554.49,47.16,522.59,8.3846,391,39.25,23.3541,125
41,642.37,1400.48,554.75,47.05,522.48,8.4202,391,39.25,23.5002,125
42,642.06,1394.96,554.65,47.38,522.34,8.3533,391,39.01,23.3713,125
43,642.21,1399.68,554.06,47.26,522.43,8.373,392,38.93,23.5115,125
44,641.72,1400.09,553.94,47.17,522.35,8.4216,392,38.94,23.3515,125
45,642.56,1403.09,553.62,47.02,523.21,8.4064,391,38.99,23.405,125
46,642.18,1394.89,554.17,47.21,522.78,8.4075,392,39.09,23.4232,125
47,642.24,1405.06,553.64,47.1,522.82,8.3928,392,39.0,23.4924,125
48,641.5,1394.15,553.94,47.27,522.16,8.4216,393,39.11,23.4603,125
49,642.28,1397.94,554.61,47.2,522.17,8.3839,391,39.12,23.3419,125
50,642.3,1393.23,554.87,47.2,522.44,8.4101,392,39.1,23.5059,125
51,641.72,1403.8,554.6,47.11,522.39,8.4025,392,39.07,23.5007,125
52,642.11,1403.12,555.22,47.15,522.48,8.4008,391,39.16,23.4569,125
53,642.21,1396.66,554.36,47.21,522.14,8.3953,391,38.97,23.3741,125
54,641.88,1396.12,554.52,47.03,522.62,8.4257,392,39.16,23.3291,125
55,642.1,1396.88,553.64,47.08,522.38,8.4241,390,39.12,23.4798,125
56,641.82,1390.76,554.23,47.23,522.32,8.3613,392,39.05,23.436,125
57,642.16,1398.25,555.09,47.23,522.48,8.3963,392,39.11,23.4128,125
58,642.25,1403.11,555.15,47.25,522.61,8.3839,393,39.02,23.5089,125
59,641.74,1395.81,554.5,47.06,522.82,8.3883,393,39.09,23.3222,125
60,642.53,1394.22,554.77,47.11,522.42,8.3693,391,39.12,23.4605,125
61,642.15,1401.4,553.97,47.16,522.15,8.3743,392,39.06,23.3362,125
62,641.91,1394.37,554.42,47.22,522.47,8.3859,392,39.1,23.3653,125
63,642.1,1400.24,555.04,47.08,521.99,8.3803,391,38.86,23.5182,125
64,642.38,1401.39,553.62,47.0,521.99,8.4031,390,39.05,23.4975,125
65,641.61,1398.05,554.57,47.29,522.16,8.3886,392,39.11,23.346,125
66,642.01,1402.64,554.79,47.11,522.35,8.3982,392,39.09,23.4249,125
67,641.7,1393.19,554.03,47.23,522.16,8.3752,391,39.05,23.4128,125
68,642.17,1402.06,554.66,47.15,522.4,8.4037,390,39.04,23.369,125
69,642.09,1401.98,554.26,47.47,522.11,8.3892,390,38.91,23.3614,125
70,642.09,1400.71,553.66,47.07,522.73,8.3928,391,38.73,23.4732,125
71,642.57,1395.4,554.14,47.11,522.13,8.3818,390,38.98,23.4276,125
72,642.16,1395.67,555.04,47.24,522.26,8.4383,393,38.95,23.4486,125
73,642.27,1393.46,554.56,47.32,521.67,8.4184,392,39.09,23.407,125
74,641.79,1397.83,554.98,47.14,522.34,8.3826,391,38.98,23.389,125
75,642.12,1396.13,554.38,47.22,522.21,8.4326,390,38.94,23.4274,125
76,642.33,1396.22,554.28,47.28,522.19,8.3942,392,39.02,23.4053,125
77,643.13,1402.18,554.5,47.29,521.56,8.4399,392,39.05,23.4276,125
78,642.15,1400.52,553.86,47.14,521.94,8.4258,392,39.14,23.3966,125
79,642.35,1406.59,553.73,47.19,522.28,8.4309,393,39.19,23.4185,125
80,641.94,1393.59,554.57,47.44,522.48,8.3854,392,38.94,23.3962,125
81,642.4,1397.92,553.76,47.24,522.5,8.3637,392,39.13,23.3202,125
82,642.65,1393.85,554.24,47.31,522.24,8.3939,392,38.98,23.4273,125
83,642.43,1397.74,554.23,47.29,522.54,8.3727,393,39.09,23.418,125
84,642.28,1398.63,554.54,47.29,522.42,8.4095,392,39.13,23.3553,125
85,641.92,1395.25,554.32,47.17,521.84,8.3817,393,38.99,23.3983,125
86,641.95,1394.79,554.12,47.33,522.25,8.428,391,39.11,23.4579,125
87,641.93,1402.08,554.6,47.31,521.77,8.3677,391,39.06,23.3425,125
88,642.15,1393.39,553.87,47.28,522.25,8.4089,393,39.0,23.3807,125
89,642.4,1404.24,554.7,47.25,521.93,8.4223,391,38.83,23.37,125
90,642.49,1400.05,554.13,47.06,522.09,8.376,392,38.88,23.3533,125
91,642.42,1391.79,553.66,47.43,522.1,8.4097,391,38.89,23.3571,125
92,642.03,1402.74,554.51,47.15,522.03,8.4194,390,38.89,23.4079,125
93,642.0,1394.85,553.66,47.04,522.23,8.3955,391,38.98,23.3652,125
94,642.06,1407.8,554.28,47.23,522.1,8.4026,391,38.98,23.345,125
95,641.94,1395.97,553.71,47.1,522.08,8.4225,392,38.92,23.4669,125
96,641.61,1398.66,554.38,47.22,522.06,8.4282,392,38.86,23.4697,125
97,642.58,1394.47,554.65,47.18,522.54,8.3752,392,39.02,23.3965,125
98,642.25,1402.71,554.63,47.4,523.1,8.3971,392,38.94,23.3537,125
99,642.37,1406.1,554.27,47.29,521.88,8.3866,392,38.99,23.4044,125
100,641.94,1399.26,554.32,47.35,522.11,8.4118,393,39.09,23.338,125
101,642.44,1398.93,554.29,47.24,522.27,8.3885,393,39.0,23.3741,125
102,642.26,1406.74,553.84,47.32,522.0,8.3927,390,39.07,23.405,125
103,642.35,1398.99,554.64,47.28,522.5,8.4075,392,39.05,23.3689,125
104,642.6,1399.9,553.7,47.32,521.84,8.4213,391,39.04,23.4089,125
105,642.27,1400.27,554.98,47.28,522.5,8.4016,390,39.05,23.3102,125
106,642.28,1399.77,554.68,47.39,522.16,8.392,392,38.96,23.4016,125
107,642.47,1408.93,554.8,47.22,522.27,8.4133,393,38.92,23.333,124
108,642.38,1404.71,554.35,47.18,522.57,8.4295,391,38.87,23.4768,123
109,642.68,1394.53,554.47,47.18,522.12,8.3987,391,38.9,23.4865,122
110,641.96,1399.34,554.21,47.22,522.28,8.4069,393,39.11,23.3104,121
111,642.45,1398.46,553.94,47.2,521.98,8.3813,391,39.06,23.3443,120
112,642.1,1401.97,554.45,47.15,522.52,8.4058,392,38.92,23.2664,119
113,642.06,1398.42,554.95,47.35,522.22,8.3801,390,38.96,23.4604,118
114,641.98,1403.52,554.24,47.17,521.77,8.3951,392,38.85,23.4966,117
115,641.64,1408.11,554.06,47.18,522.12,8.3935,391,39.03,23.4566,116
116,641.91,1402.23,554.81,47.15,522.17,8.4098,391,38.84,23.3805,115
117,642.05,1401.15,554.08,47.23,522.07,8.4488,391,39.16,23.4362,114
118,642.22,1404.82,554.47,47.17,521.68,8.4077,392,38.88,23.4325,113
119,642.28,1406.62,554.55,47.23,522.29,8.4208,392,38.82,23.3247,112
120,641.7,1401.0,553.9,47.27,521.92,8.456,391,38.9,23.4283,111
121,642.27,1391.52,554.31,47.15,522.69,8.4401,391,39.14,23.4506,110
122,642.59,1403.37,553.73,47.33,522.2,8.4119,394,38.98,23.4442,109
123,641.91,1397.71,554.4,47.39,522.21,8.4365,390,39.08,23.3159,108
124,642.37,1406.47,554.05,47.29,521.98,8.4112,391,38.85,23.3798,107
125,642.22,1402.81,553.67,47.25,522.08,8.4277,391,38.98,23.3519,106
126,642.29,1409.11,553.92,47.22,521.69,8.4114,393,39.02,23.2967,105
127,641.61,1398.04,553.96,47.3,522.11,8.4088,392,38.89,23.4096,104
128,642.28,1397.82,553.94,47.21,521.81,8.4073,392,39.06,23.4329,103
129,642.47,1410.66,554.58,47.45,522.16,8.42,393,38.85,23.3199,102
130,642.38,1402.06,554.88,47.39,521.72,8.4178,392,38.98,23.3256,101
131,642.32,1406.44,553.33,47.35,521.91,8.425,393,39.01,23.322,100
132,641.88,1407.67,554.54,47.27,522.39,8.3939,392,39.02,23.3626,99
133,642.12,1407.58,554.75,47.31,522.66,8.4005,392,38.91,23.3258,98
134,642.08,1406.59,553.71,47.36,521.31,8.4122,393,38.88,23.4598,97
135,642.3,1399.73,554.14,47.35,522.3,8.4425,391,39.09,23.3721,96
136,642.95,1398.92,553.51,47.43,522.07,8.4015,392,38.93,23.3521,95
137,641.95,1401.3,554.54,47.27,522.31,8.4142,392,38.92,23.3298,94
138,642.48,1402.19,553.74,47.33,521.7,8.4451,393,38.78,23.3573,93
139,642.06,1392.56,554.37,47.4,522.13,8.4025,391,38.98,23.2939,92
140,642.48,1400.42,554.37,47.46,522.21,8.4409,392,38.81,23.3179,91
141,642.3,1404.7,553.42,47.33,521.69,8.428,393,38.9,23.4016,90
142,642.52,1403.03,554.27,47.52,521.47,8.427,393,38.85,23.3473,89
143,642.39,1396.68,554.35,47.38,521.7,8.3972,393,38.99,23.3907,88
144,642.57,1399.93,554.31,47.47,521.35,8.4175,392,38.8,23.2849,87
145,642.36,1398.05,553.64,47.51,522.34,8.4138,392,38.58,23.4505,86
146,642.23,1407.35,553.99,47.32,522.1,8.416,393,39.0,23.3135,85
147,642.84,1399.11,553.58,47.26,521.76,8.4371,392,38.98,23.328,84
148,642.3,1403.75,554.27,47.47,521.65,8.4229,393,39.08,23.3833,83
149,642.29,1399.39,554.32,47.4,521.9,8.4399,392,38.85,23.3294,82
150,642.06,1396.57,554.52,47.72,521.6,8.4261,391,38.89,23.3266,81
151,642.12,1407.15,554.04,47.37,521.78,8.3837,394,38.87,23.4164,80
152,642.44,1400.62,553.49,47.53,521.85,8.4051,395,38.9,23.3299,79
153,642.27,1403.3,553.51,47.48,522.25,8.4501,393,38.99,23.3049,78
154,642.89,1400.01,553.57,47.43,522.05,8.414,392,38.89,23.3972,77
155,642.65,1405.22,552.37,47.39,521.23,8.4367,392,38.93,23.4012,76
156,643.02,1413.16,553.77,47.56,521.9,8.452,393,38.81,23.3266,75
157,642.51,1404.14,553.6,47.44,521.84,8.4379,393,38.82,23.2664,74
158,642.34,1404.45,553.61,47.4,521.96,8.4317,391,38.71,23.2747,73
159,642.4,1412.32,553.58,47.45,521.54,8.4482,396,38.91,23.3147,72
160,641.94,1402.75,553.45,47.48,522.17,8.4344,393,38.77,23.3337,71
161,642.41,1402.99,553.43,47.35,521.48,8.4209,392,38.85,23.3329,70
162,642.56,1407.6,553.93,47.4,522.13,8.4104,390,38.85,23.3815,69
163,642.49,1404.63,553.98,47.55,521.56,8.4345,393,38.75,23.2671,68
164,642.89,1399.07,553.98,47.59,521.87,8.446,393,39.14,23.3612,67
165,641.99,1401.71,552.9,47.44,521.65,8.4388,393,38.96,23.2786,66
166,642.39,1407.49,553.22,47.44,521.79,8.4284,393,38.84,23.1786,65
167,642.59,1401.69,553.51,47.47,521.11,8.4383,394,38.82,23.4042,64
168,642.95,1406.48,553.12,47.45,522.05,8.4426,392,38.75,23.3473,63
169,643.08,1402.83,553.12,47.59,521.39,8.4467,393,38.81,23.217,62
170,642.82,1409.61,553.09,47.67,521.72,8.466,393,38.92,23.1998,61
171,642.62,1403.53,552.97,47.66,521.46,8.4832,394,38.83,23.282,60
